fromCity,toCity,departureTime,passengers,airline
Delhi,Gwalior,1466198280000,187,OG-708
Tokyo,Huainan,1464191760000,516,WI-277
Changchun,Seoul,1466299440000,204,QI-960
Tabriz,Esfahan,1466258760000,47,AM-661
Petaling Jaya,Bandung,1464803820000,35,NS-325
Volgograd,Ankara,1464539520000,71,AD-614
Sholapur,Tokyo,1465904220000,515,SK-232
Langfang,Tokyo,1466344080000,511,NS-914
São Paulo,Cali,1464791460000,197,WK-876
Tlalnepantla,San Luis Potosí,1466116140000,22,SK-372
Gwalior,Bangkok,1464184860000,95,DN-312
Faridabad,Guwahati,1466642400000,34,WI-699
Zhenjiang,Hohhot,1465328820000,22,AM-911
Seoul,Peking,1465989000000,282,FI-199
Birmingham,Moscow,1465961220000,180,NS-263
Gizeh,Kayseri,1466277780000,48,CE-946
Asgabat,Peshawar,1465465140000,32,HN-257
Shanghai,Kuching,1464631320000,241,OG-328
Kazan,Tokyo,1465691580000,517,RK-224
Jamshedpur,Dhaka,1465515480000,112,AM-710
Jiaozuo,Changzhou,1466411820000,23,SI-429
Tokyo,Foshan,1464622800000,509,QM-842
Raipur,Jalandhar,1464903660000,23,WI-903
Naucalpan,Guatemala City,1464178440000,28,QI-369
Fushun,Tokyo,1464733260000,522,SI-410
Cancún,Managua,1465528080000,26,QM-656
Calcutta,Zigong,1465760460000,84,NS-942
Guangzhou,Hefei,1466148480000,72,WK-295
Amritsar,Rangoon,1465644480000,88,AM-188
Jakarta,Cebu,1466620080000,147,HN-394
Kaifeng,Shaoyang,1464358740000,19,CE-616
Port-au-Prince,Caracas,1466540400000,48,UA-388
Jakarta,Zhanjiang,1464665700000,145,UA-756
Tangshan,Qinhuangdao,1466043840000,44,QI-371
Wuhan,Maanshan,1464787200000,75,HN-559
Sholapur,Rangoon,1465281840000,86,UA-700
Dehra Dun,New Delhi,1464761280000,181,NS-110
Zhangdian,Hengyang,1466305200000,22,KG-583
Alexandria,Marseille,1466489880000,73,QM-881
Bikaner,Bombay,1464631080000,210,RK-798
Madras,Bombay,1465080360000,270,SI-315
Johor Bahru,Ipoh,1465716360000,23,FI-899
Nagpur,Jalandhar,1466316120000,47,SK-146
Zhenjiang,Wenzhou,1464993720000,23,RK-454
Lahore,Jiddah,1464468060000,140,SI-915
Qingdao,Hohhot,1464753780000,38,QI-526
Indore,Bhubaneswar,1464451980000,41,NS-767
Sofia,Budapest,1465763160000,43,NS-889
Chongqing,Seoul,1464280020000,226,WK-321
Niigata,Seoul,1464567720000,171,SK-358
Anyang,Yancheng,1464668280000,22,EA-525
Manila,Xinxiang,1466308560000,177,FI-411
Rostov-na-Donu,New Delhi,1464865140000,190,OG-341
Delhi,Istanbul,1464743220000,329,SI-235
Xian,Phnum Pénh,1465890120000,87,QM-495
Hengyang,Antipolo,1465656420000,20,WI-869
Yaoundé,Kumasi,1465822260000,43,UA-156
Jodhpur,Calcutta,1465621080000,88,RK-769
Ecatepec,Acapulco,1465228800000,39,SI-490
Bayrut,Gaziantep,1466001960000,36,RK-919
Karachi,Jabalpur,1464431220000,201,AD-780
Sholapur,Hyderabad,1465629060000,72,AM-719
Dhaka,Karachi,1464841380000,287,AM-142
Madrid,Lisbon,1464660060000,57,QM-126
Aligarh,Bombay,1466356320000,213,FI-397
Bengbu,Jinan,1465481640000,42,OG-967
Qinhuangdao,Langfang,1464449760000,23,RK-734
Ulhasnagar,Shanghai,1466508600000,240,OG-673
Amritsar,Jalandhar,1465813380000,29,SK-627
Shenzhen,Tokyo,1465012140000,515,UA-612
Jakarta,New Delhi,1464976380000,309,FI-881
Kitakyushu,Tokyo,1466213820000,515,OG-497
Shanghai,Jiamusi,1465350060000,240,HN-609
Bombay,Riyadh,1465028040000,256,CE-222
Xinyang,Liuzhou,1466156820000,37,WI-406
Taiyuan,Chengdu,1464906420000,105,EA-496
Foshan,Nantong,1464188040000,20,CE-332
Bangalore,Warangal,1464162720000,87,WK-145
Phoenix,El Paso,1464271080000,32,FI-161
Tokyo,Zhuhai,1466556420000,507,SI-127
Chongqing,Hohhot,1466612700000,75,FI-257
Shanghai,Singapore,1464358980000,288,TX-132
Kinshasa,Sokoto,1464207000000,132,DN-761
Bombay,Ürümqi,1464243900000,225,TX-603
Bombay,Jalandhar,1465500300000,214,UA-365
Sargodha,Kabul,1464145680000,56,SC-692
Santo André,São Paulo,1464675780000,169,DN-918
Haora,Calcutta,1465496880000,89,RK-955
Taizhou,Guangzhou,1466186640000,59,SK-821
Ningbo,Qinhuangdao,1466083860000,23,SK-391
Rasht,Damascus,1465329060000,34,DN-504
Karachi,Malang,1464512520000,196,FI-391
Bangkok,Liuzhou,1466156940000,93,CE-110
Voronezh,Aleppo,1465394220000,47,WK-399
Maanshan,Wuxi,1464740040000,26,HN-246
Tokyo,Zhangdian,1464331200000,510,DN-593
Austin,Mexico,1465635600000,149,NS-256
Jos,Ibadan,1465159860000,69,AM-413
Moscow,Penza,1465309680000,173,QM-661
Varanasi,Rangoon,1464890340000,89,OG-883
Harbin,Jilin,1464821100000,81,QM-219
Stockholm,Berlin,1465581420000,73,WK-194
Suzhou,Karachi,1464948600000,206,FI-503
Petaling Jaya,Bekasi,1465815240000,32,QI-587
Lima,Salta,1465114860000,130,KG-214
Kumasi,Kano,1465143360000,80,TX-489
Dhaka,Karachi,1465369140000,287,SI-763
Agra,Moscow,1464795480000,187,DN-496
Niigata,Jilin,1464805020000,37,EA-561
Gizeh,Port Said,1465259160000,47,CE-105
Abeokuta,Douala,1464250200000,30,QM-584
Mendoza,Santiago,1466405460000,92,DN-469
Ulyanovsk,Baku,1465673880000,27,WK-844
Stockholm,Izmir,1464795420000,59,WK-815
Bombay,Yerevan,1465253100000,218,SK-818
Makati,Taichung,1465291860000,25,SC-368
Bhopal,Tokyo,1465206240000,525,SI-802
Bangalore,Hubli,1465311840000,91,QM-874
Tokyo,Guiyang,1465472580000,518,HN-350
Harbin,Jilin,1465717980000,81,WK-314
New Delhi,Damascus,1464664980000,198,EA-259
Cologne,Vienna,1464910740000,40,HN-386
Bombay,Patna,1465457520000,227,FI-112
Peking,Luoyang,1466508960000,140,QI-135
Mandalay,Chongqing,1464617760000,82,TX-191
Bogotá,Nezahualcóyotl,1465708260000,132,KG-298
New Delhi,Irkutsk,1465440120000,182,AM-969
Faisalabad,Moradabad,1466352600000,51,AD-954
Guilin,Mandalay,1464238080000,29,HN-155
Hefei,Tokyo,1464470100000,522,EA-117
Mexicali,Mexico,1464996180000,147,WK-407
Jodhpur,Jaipur,1465435440000,57,SI-276
Shiliguri,Delhi,1464441240000,181,SI-583
Calcutta,Lanzhou,1466241540000,96,NS-850
Jakarta,Yogyakarta,1465906380000,145,TX-558
Allahabad,Xian,1466210580000,79,AM-715
Huaiyin,Xuzhou,1464345420000,27,SI-512
Ouagadougou,Kinshasa,1466384700000,140,KG-234
Fuzhou,Hanoi,1466117760000,41,DN-301
Maceió,Jaboatão,1465652040000,26,HN-232
Kirkuk,Karachi,1466426820000,194,WI-770
Nanning,Jakarta,1466387640000,148,CE-513
Tokyo,Vancouver,1464477120000,529,NS-767
Huaiyin,Rongcheng,1464430920000,24,TX-531
Changzhou,Delhi,1465034880000,188,AD-628
Tokyo,Shenyang,1464755940000,555,KG-228
Cracow,Riga,1464711900000,23,TX-350
Indore,Gorakhpur,1465880700000,39,SC-379
Kobe,Changchun,1465417020000,64,QM-398
Bhavnagar,Jodhpur,1464750360000,23,QM-327
Ahmadabad,Jiddah,1465568520000,99,AM-952
New Delhi,Medan,1466256000000,201,WI-977
Peking,Langfang,1465480800000,130,FI-879
Aguascalientes,Guadalupe,1466697720000,21,KG-345
Lagos,Fez,1464426360000,158,KG-816
Jamshedpur,New Delhi,1465780860000,183,SK-146
Allahabad,Faridabad,1465935480000,37,TX-571
Tokyo,Lanzhou,1465266840000,522,DN-137
Damascus,Antalya,1465919100000,37,NS-771
Tabriz,Lahore,1464170220000,122,SI-623
Hanoi,Yueyang,1465637940000,31,UA-995
Nanjing,Manila,1466307000000,214,KG-478
Bhavnagar,Delhi,1466156040000,182,DN-847
Athens,Warsaw,1465512000000,37,KG-488
Multan,Esfahan,1465709220000,47,RK-165
Datong,Shaoguan,1465631040000,26,DN-223
Hanoi,Bombay,1464399360000,224,HN-808
Vienna,Istanbul,1464383040000,180,AM-174
Bengbu,Hangzhou,1465812840000,38,SC-979
Zhuzhou,Nanchang,1464533340000,40,KG-358
Shanghai,Jakarta,1464684540000,367,KG-993
Taichung,Peking,1465445760000,136,CE-897
Fort Worth,Tucson,1465603860000,18,SI-906
Varanasi,Aurangabad,1464511620000,34,AM-921
Saltillo,Tlalnepantla,1466311680000,21,DN-178
Asmara,Kinshasa,1465998180000,132,FI-459
Neijiang,Tokyo,1464313740000,508,SK-848
Zaragoza,Stuttgart,1464561300000,19,AD-667
Jiangmen,Tokyo,1464191820000,508,SI-571
Tokyo,Qinhuangdao,1466716380000,512,SK-918
Ibadan,Ilorin,1465536000000,69,SI-405
Freetown,Bouaké,1466566920000,28,RK-255
Colombo,Madras,1464397800000,79,SK-265
Handan,Tianjin,1464963600000,81,FI-843
Thiruvananthapuram,Karachi,1464282900000,197,FI-161
Tokyo,Zapopan,1465591680000,515,QI-272
Fushun,Changchun,1465598580000,62,SI-773
Zhangdian,Guangzhou,1465769640000,60,TX-781
Bhubaneswar,Calcutta,1465102260000,85,KG-857
Wuhan,Xianyang,1464938280000,82,SC-538
Fushun,Hohhot,1464396480000,34,WK-849
Asgabat,Istanbul,1465729200000,168,OG-293
Bangalore,Varanasi,1466233560000,96,WK-402
Tokyo,Lahore,1464426900000,600,WI-893
Kaohsiung,Tokyo,1464374220000,524,OG-579
Tokyo,Vilnius,1464366960000,508,KG-429
Ranchi,Karachi,1466359260000,199,SC-840
Bhiwandi,Ludhiana,1465677000000,35,SK-194
Kitakyushu,Hamamatsu,1464202920000,25,SK-190
Colombo,Calcutta,1466169780000,83,QM-562
Manila,Jinzhou,1464412020000,175,SC-282
Faisalabad,Bombay,1464727800000,241,HN-563
Damascus,Karachi,1465865760000,209,CE-646
Qinhuangdao,Tokyo,1465072200000,512,QI-385
Lusaka,Harare,1465489020000,55,CE-237
Chongqing,Tokyo,1466266080000,563,CE-929
Kawasaki,Manila,1466004660000,186,FI-994
Peking,Dhaka,1466427360000,221,UA-470
Bangalore,Bangkok,1466357700000,159,HN-439
Seoul,Nantong,1464312720000,174,NS-349
Manila,Neijiang,1464236100000,174,AD-371
Depok,Singapore,1465256520000,75,NS-858
Tokyo,Quetta,1465281240000,511,DN-272
Xinyang,Cangzhou,1464146460000,33,TX-287
Monterrey,Torreón,1466696580000,26,TX-620
Johor Bahru,Bangalore,1464578340000,91,CE-142
Phnum Pénh,Manila,1466128260000,190,RK-141
Phoenix,San Diego,1466672100000,43,KG-266
Gaziantep,Bombay,1464799920000,218,SC-618
Bogotá,Jacksonville,1466554080000,125,QI-789
Colombo,Thana,1466356620000,33,WK-813
Aurangabad,Jabalpur,1466494560000,32,OG-390
Beirut,Alexandria,1465342800000,80,EA-435
Lvov,Cracow,1464837600000,25,QI-723
Karachi,Shenzhen,1464304920000,200,UA-564
Taizhou,Dalian,1464740460000,42,TX-542
Abu Dhabi,Tokyo,1466617080000,509,UA-782
New Delhi,Ajmer,1465124340000,181,SK-149
Shanghai,Hiroshima,1464314040000,250,SC-497
Qinhuangdao,Cangzhou,1466677380000,20,DN-707
Haikou,Jiangmen,1465483740000,18,FI-830
Faisalabad,Madras,1466329560000,108,QM-641
Chengdu,Jakarta,1465332120000,198,AM-922
Lanzhou,Nanchang,1465857780000,52,WI-867
Aurangabad,Bombay,1465634340000,217,WK-332
Aba,Ibadan,1465287660000,70,OG-371
Bombay,Jalandhar,1466438220000,214,AM-901
Durgapur,Bangkok,1466483580000,89,NS-297
New Delhi,Malang,1466419920000,185,QM-618
Charlotte,New York,1465733340000,138,DN-231
Tokyo,Qingdao,1466609400000,526,SI-525
Ankara,Munich,1464940440000,75,FI-807
Anshan,Puyang,1464679320000,29,SK-132
Huainan,Hiroshima,1465861440000,34,NS-365
Haikou,Chongqing,1464453960000,72,AD-219
Zhenjiang,Shanghai,1464877860000,242,EA-689
Hiroshima,Tangshan,1464412380000,50,DN-612
Lagos,Niamey,1466522160000,151,OG-283
Liaoyang,Jilin,1465311900000,40,SK-103
Tokyo,Jilin,1464512580000,529,DN-675
Izhevsk,Tokyo,1464577320000,510,KG-995
São José dos Campos,Sorocaba,1464381240000,18,SC-930
Hyderabad,Varanasi,1464758580000,75,QI-812
Taiyuan,Wuhan,1466500800000,109,RK-658
Taichung,Tokyo,1464855300000,517,DN-723
Jalandhar,Sholapur,1465783680000,28,OG-633
Anyang,Zhangjiakou,1464673860000,23,QM-703
Kalyan,Kabul,1465927200000,68,AM-591
Alexandria,Konya,1465563960000,74,SI-690
Kiev,Sarajevo,1466316660000,50,OG-144
Huaibei,Xian,1465154580000,77,EA-133
Dortmund,Saint Petersburg,1465158300000,73,HN-741
Maisuru,Rajkot,1465068840000,32,KG-847
Peking,Sakai,1464885600000,131,DN-243
Wuhan,Karachi,1465892280000,251,WK-626
Tainan,Nanjing,1464938760000,60,SC-604
Tokyo,Kaifeng,1464605160000,509,KG-933
Bombay,Aurangabad,1465447500000,217,WI-996
Tokyo,Hachioji,1466483880000,509,SI-361
Riyadh,Aleppo,1466305860000,89,OG-555
Yaroslavl,Minsk,1465088460000,37,DN-574
Peking,Faisalabad,1465031760000,158,CE-805
Chandigarh,Bangalore,1465798800000,92,WI-426
Raipur,Lakhnau,1464594060000,50,RK-399
Kalyan,Raipur,1466257980000,30,HN-850
Dandong,Changzhou,1466409480000,25,AM-980
Hyderabad,Jaipur,1464192900000,100,WI-648
Konya,Rostov-na-Donu,1465793280000,30,CE-464
Liuzhou,Bangkok,1465791240000,93,QI-643
Karachi,Patna,1466669100000,210,SC-331
Guangzhou,Xian,1464376380000,112,QI-574
Cochabamba,Santiago,1464601020000,91,QM-650
Bamako,Conakry,1465622040000,50,AM-714
Hefei,Tokyo,1464515040000,522,FI-258
Tokyo,Vijayawada,1465063320000,513,OG-208
Changchun,Vladivostok,1465770180000,49,UA-699
Ciudad Guayana,Manaus,1464722700000,37,EA-970
Casablanca,Moscow,1465452600000,222,HN-362
Kalyan,Ahmadabad,1466509260000,79,CE-107
Chiclayo,Quito,1466637660000,31,AD-464
Abu Dhabi,Jaipur,1465779780000,52,KG-200
Handan,Taian,1465593120000,33,AM-892
Mandalay,Raipur,1466675760000,29,UA-163
Aurangabad,Kathmandu,1464384660000,28,TX-596
Dubai,Bombay,1465649340000,219,RK-878
Dalian,Wenzhou,1465135860000,46,SI-530
Bangkok,Singapore,1466333160000,137,WI-860
Tokyo,Fuzhou,1465656180000,518,WK-695
Sydney,Manila,1465364880000,235,FI-626
Kigali,Nairobi,1464708360000,55,FI-160
Jinzhou,Tokyo,1464854520000,509,WI-988
Tangier,London,1466236380000,130,DN-106
Tbilisi,Aleppo,1464847680000,50,WK-515
Tokyo,Wuhu,1465612500000,508,TX-216
Kermanshah,Karachi,1465752240000,196,OG-647
Wuhan,Rangoon,1465033980000,137,SC-236
Ogbomosho,Cairo,1466281140000,136,WI-642
Moradabad,Karachi,1464392880000,196,RK-255
Tokyo,Puyang,1465237080000,510,QI-236
Chongqing,Nanning,1466416320000,75,UA-383
Bombay,Jiangmen,1465644780000,210,WK-798
New Delhi,Ulhasnagar,1466391780000,181,SK-397
Wahran,Paris,1466507580000,43,SI-668
Jos,Kaduna,1464921300000,38,RK-416
Harbin,Xuzhou,1465495020000,70,CE-863
Belfast,London,1466254800000,127,QM-456
Mexico,Fort Worth,1466651460000,148,FI-110
Yingkou,Dalian,1464888900000,41,DN-313
New Delhi,Zhuzhou,1465798200000,184,OG-115
Makasar,Manila,1466002560000,186,CE-824
Hyderabad,Shanghai,1466092260000,289,QM-850
New Delhi,Luancheng,1465672920000,183,AM-997
Seoul,Tokyo,1466364660000,663,AD-501
Chongqing,Yueyang,1465886880000,71,WI-915
Bombay,Lakhnau,1464381120000,240,CE-328
Izhevsk,Chelyabinsk,1465464420000,26,UA-807
Shiliguri,Seoul,1465143840000,172,RK-830
Addis Abeba,Bombay,1464367920000,245,QM-436
Fuzhou,Kitakyushu,1465931640000,34,OG-719
Xuzhou,Nanjing,1464640560000,68,WK-187
Kuala Lumpur,Delhi,1466704140000,196,SK-963
Zhuzhou,Jinan,1464737880000,44,QM-273
Bombay,Delhi,1464327660000,375,RK-287
Sargodha,Bombay,1466590080000,210,SC-921
Onitsha,Abidjan,1465580580000,67,NS-558
Qinhuangdao,Huaiyin,1465129560000,20,NS-230
Kaifeng,Shenzhen,1466141160000,25,QM-656
Vadodara,New Delhi,1465421580000,195,TX-822
Kiev,Duisburg,1464831000000,47,QI-451
Ulhasnagar,Vijayawada,1465696320000,22,KG-853
Xiamen,Tokyo,1464581160000,509,RK-496
Karachi,Dhaka,1466229480000,287,AM-339
Xining,Manila,1464993540000,178,QM-769
Bogor,Tokyo,1464190680000,512,TX-641
Madras,Kathmandu,1466262000000,81,AM-409
Bangalore,Bombay,1464185580000,279,HN-355
Hanoi,Handan,1465024020000,44,WK-382
Yantai,Xian,1465132500000,74,HN-115
Hohhot,Delhi,1464762120000,185,EA-972
Haora,Bangalore,1465166580000,94,HN-321
Enugu,Cotonou,1465709820000,21,KG-373
Chengdu,Xian,1466004600000,125,CE-967
Tashkent,Tokyo,1464867600000,531,NS-914
Bombay,Faisalabad,1465656240000,241,UA-189
Chandigarh,Nagpur,1464215160000,49,TX-678
Dar es Salaam,Mombasa,1466589120000,55,SK-569
Kota,Pune,1464733620000,58,WI-958
Pune,Madurai,1465756860000,61,CE-161
Yantai,Zhangjiakou,1464869280000,22,RK-942
Mersin,Riyadh,1464634920000,64,WI-702
Jamshedpur,Gujranwala,1465593300000,31,SI-727
Shenyang,Kaifeng,1464253860000,64,QI-990
San Salvador,Veracruz,1464674460000,17,CE-851
Beira,Cape Town,1466243700000,62,OG-728
Culiacán,León,1465591500000,26,QM-160
London,Dortmund,1465764060000,127,TX-678
Riyadh,Zaporizhzhya,1464270000000,67,DN-265
Dhaka,Peshawar,1465593540000,122,QM-670
Yingkou,New Delhi,1465266600000,182,WK-952
Taiyuan,Suzhou,1464678900000,64,CE-679
Tokyo,Rajshahi,1466129040000,511,KG-600
Srinagar,Patna,1465696260000,40,DN-592
Abu Dhabi,Jiddah,1465673340000,50,OG-672
Yaoundé,Lagos,1466223540000,160,FI-385
Klang,Kuala Lumpur,1466256720000,37,UA-589
Bikaner,Bahawalpur,1464201180000,17,SC-628
Manila,Nagpur,1465582140000,201,NS-978
Volgograd,Gaziantep,1465585320000,32,SI-927
Tashkent,Tokyo,1464270720000,531,RK-389
Singapore,Bombay,1464604440000,257,QM-419
Xian,Guwahati,1465110900000,77,KG-134
Varanasi,Tokyo,1465442280000,518,WI-410
Qom,Yerevan,1464612000000,33,RK-753
Gizeh,Ankara,1466120760000,94,WK-201
Bombay,Makasar,1466677860000,222,RK-652
Warri,Lagos,1465171380000,148,RK-226
Baku,Istanbul,1466009760000,173,HN-376
Bekasi,Makasar,1465612980000,45,SK-686
Lusaka,Mbuji-Mayi,1464529680000,34,CE-280
Yerevan,Volgograd,1465850820000,33,CE-266
Delhi,Colombo,1466231940000,183,HN-456
Changzhou,Xiamen,1465146000000,24,AM-813
Tokyo,Huainan,1465647600000,516,UA-561
López Mateos,Mexico,1465985520000,146,EA-815
Lipetsk,Nizhniy Novgorod,1466341020000,28,KG-884
Ajmer,Dehra Dun,1465521360000,16,EA-117
Göteborg,Brussels,1466660520000,24,EA-467
Ahmadabad,Hyderabad,1466015760000,116,CE-676
Ulyanovsk,Tolyatti,1466216040000,21,NS-586
Hanoi,Chongqing,1465064220000,85,WI-318
Jabalpur,Faisalabad,1464698340000,56,OG-229
Karachi,Fuxin,1464283200000,195,AM-734
Dortmund,Saint Petersburg,1466122980000,73,RK-331
Bombay,Lipetsk,1464445380000,209,QM-932
Jiddah,Ahvaz,1466719320000,54,RK-230
Nizhniy Novgorod,Ulyanovsk,1465420680000,30,UA-573
São José dos Campos,Belo Horizonte,1464782160000,47,CE-407
Shanghai,Wenzhou,1465090320000,245,UA-882
Xinyang,Xianyang,1465258020000,41,AD-443
Raipur,Karachi,1465944360000,195,RK-870
Baghdad,Abu Dhabi,1464233700000,99,AM-181
Voronezh,Saratov,1466553240000,27,KG-173
Wuxi,Kaohsiung,1466216760000,41,UA-348
Singapore,Neijiang,1465908660000,65,AM-707
Karaj,Astrakhan,1465401000000,30,QI-293
Madras,Kerman,1464917880000,77,OG-800
Ahmadabad,Surat,1465534200000,105,NS-468
Ankara,Paris,1465320000000,89,RK-117
Taiyuan,Wuhan,1464727740000,109,TX-918
Khabarovsk,Hegang,1464282060000,20,KG-872
Hanoi,Tokyo,1464309960000,522,NS-418
Delhi,Sholapur,1464969720000,189,DN-465
Tokyo,Eskisehir,1466473320000,508,QI-790
Penza,Istanbul,1464619020000,163,RK-820
Saratov,Lahore,1465327500000,113,TX-613
Essen,Saint Petersburg,1465343820000,73,OG-909
Sofia,Bombay,1465558140000,218,AD-464
Durgapur,Chengdu,1466455380000,70,TX-249
Nairobi,Bombay,1465943760000,245,SI-520
Pretoria,Tokyo,1466285040000,525,WI-191
Karachi,Madurai,1465663680000,199,EA-294
Huaiyin,Huainan,1466460660000,25,SC-518
Kunming,Xiamen,1464596040000,25,SC-514
Sholapur,Pimpri,1465484700000,36,QM-240
Nanning,Kunming,1464810000000,29,SK-942
Bucharest,Copenhagen,1464672900000,47,UA-590
Cancún,San Salvador,1464159600000,16,SK-174
Bombay,Tokyo,1464461340000,701,CE-499
Karachi,Pimpri,1465873020000,205,SC-853
Shanghai,Palembang,1465439100000,251,UA-729
Luancheng,Karachi,1466362620000,194,DN-422
New Delhi,Qingdao,1465708740000,199,SK-127
Shanghai,Lanzhou,1464411420000,254,HN-957
Jaipur,Madurai,1464988140000,57,WK-849
Kano,Cotonou,1465219140000,68,FI-599
Barcelona,Hamburg,1464955860000,52,WI-432
Warri,Lagos,1465029480000,148,WK-787
Moradabad,Aurangabad,1466174280000,27,TX-529
Petaling Jaya,Tokyo,1464141960000,508,UA-296
Seoul,Yingkou,1464739920000,173,OG-562
San Antonio,Dallas,1464637980000,39,SC-957
Stuttgart,Düsseldorf,1465706700000,18,TX-432
London,Dortmund,1464812940000,127,RK-561
Taichung,Tokyo,1464250260000,517,QI-231
Huaibei,Bengbu,1465027680000,23,WI-743
Xuzhou,Yangzhou,1466002320000,27,OG-847
Jiamusi,Tokyo,1465923060000,508,KG-110
Faisalabad,Rawalpindi,1465352220000,67,SC-927
Kayseri,Cairo,1466247960000,132,QM-589
Nagpur,Hubli,1464747480000,48,OG-202
Aguascalientes,López Mateos,1465140900000,18,NS-328
Guangzhou,Qingdao,1465128540000,76,UA-154
Ulhasnagar,Tokyo,1466221860000,508,SC-148
Frankfurt,Munich,1465879860000,30,WK-240
Manila,Qingdao,1464937680000,191,WK-918
Maiduguri,Brazzaville,1466362260000,35,NS-748
Barcelona,London,1465127460000,142,WI-639
Warangal,Kochi,1465780860000,18,NS-877
Karachi,Kerman,1465590480000,193,CE-924
Abidjan,Kano,1466140620000,116,SC-401
Rongcheng,Xinxiang,1466451420000,27,QI-658
Zhuhai,Tokyo,1466267100000,507,EA-627
Karachi,Bhubaneswar,1465423260000,196,TX-593
Baku,Ahvaz,1465170360000,31,AD-756
Puyang,Yingkou,1465903080000,19,SK-505
Bursa,London,1465634640000,140,SK-166
Conakry,Cotonou,1466578140000,40,QI-358
Benxi,Zhangdian,1464805500000,26,TX-157
Jilin,Tokyo,1466325540000,529,SK-470
Bekasi,Bombay,1466031720000,225,SI-174
Mashhad,Lakhnau,1466400180000,75,AM-169
Ningbo,Zhuhai,1464973920000,19,NS-422
Delhi,Karaj,1465104600000,196,SC-615
Warangal,Ahmadabad,1465535340000,67,RK-497
Banjarmasin,Phnum Pénh,1466021040000,34,WI-439
Tokyo,Istanbul,1466646060000,655,EA-742
Bombay,Kalyan,1465294620000,221,WK-632
Port Harcourt,Aba,1464422040000,32,CE-319
Pingdingshan,Peking,1464506460000,132,KG-314
São Paulo,La Plata,1466016180000,170,WK-837
Dhaka,Srinagar,1465508220000,118,QI-587
Bombay,Cairo,1465989840000,324,UA-614
Bangalore,Cairo,1464232680000,201,OG-891
Tokyo,Mandalay,1466059620000,519,FI-322
Saint Petersburg,Minsk,1464447300000,91,QM-168
Xianyang,Mandalay,1464544320000,35,HN-885
Aligarh,Ghaziabad,1465887360000,31,SK-530
Bareli,Lakhnau,1466659920000,51,TX-255
Nanchang,Karachi,1465856220000,214,RK-871
Bengbu,Tokyo,1465283760000,509,FI-735
São Paulo,Curitiba,1465015140000,186,AM-789
Cape Town,Port Elizabeth,1466296560000,69,OG-531
Tokyo,Krasnoyarsk,1466317560000,514,AM-204
Oslo,Saint Petersburg,1464804180000,77,AD-287
Moscow,Shiraz,1464305040000,184,WI-669
Tunis,Prague,1464145200000,29,RK-169
New York,Dallas,1464233880000,148,QM-365
Konya,London,1466287620000,131,WI-895
Agadir,Lisbon,1466086500000,18,SC-178
Hamburg,Izmir,1464145020000,67,DN-407
Hubli,Vadodara,1465816080000,35,AD-132
Tokyo,Tunis,1464345960000,511,RK-979
Karachi,Rasht,1465145880000,194,CE-408
Karachi,Ahmadabad,1464361320000,243,HN-297
Lubumbashi,Maputo,1466383440000,40,HN-777
Dandong,Xiamen,1464922440000,19,CE-898
Niigata,Vladivostok,1464551100000,17,QI-492
New York,Detroit,1464760800000,142,SI-363
Kolhapur,Moscow,1464614160000,173,QI-449
Bremen,Rome,1464930000000,50,FI-718
Budapest,Aleppo,1466623200000,61,UA-156
Manila,Shanghai,1466022060000,397,UA-928
Phoenix,Mexicali,1465107180000,32,EA-455
Bénin,Kinshasa,1465196040000,141,DN-414
Zhangjiakou,Taiyuan,1464259620000,54,KG-355
Ibadan,Ogbomosho,1466356260000,70,EA-508
Jakarta,Kuching,1465159200000,144,WK-366
Depok,Ipoh,1466389680000,29,QM-429
Athens,Baghdad,1466197380000,101,CE-749
Jinan,Tokyo,1465245960000,532,WK-610
Bangkok,Handan,1466538960000,102,HN-407
Chisinau,Lagos,1465114140000,150,DN-339
Tiruchchirappalli,New Delhi,1465668540000,185,WK-524
Tokyo,Zhenjiang,1464347760000,510,WK-441
Kermanshah,Abu Dhabi,1466647020000,21,FI-865
Lahore,Kochi,1464273120000,109,SC-343
Tokyo,Xining,1464585960000,512,RK-982
